timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1545011729329,0,-84,-1.8457031250000004E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729330,0,-118,-2.5927734375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729330,0,52,1.142578125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729344,0,28,6.15234375E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729378,0,122,2.6806640625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729392,0,-12,-2.63671875E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729393,0,265,5.82275390625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729409,0,-64,-1.40625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729409,0,124,2.724609375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729409,0,124,2.724609375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729409,0,-89,-1.95556640625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729409,0,-73,-1.6040039062500002E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729409,0,-78,-1.7138671875E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729410,0,-68,-1.4941406250000001E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729410,0,-52,-1.142578125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729410,0,-60,-1.318359375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729410,0,-116,-2.548828125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729410,0,74,1.6259765625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729411,0,58,1.2744140625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729411,0,104,2.28515625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729411,0,-96,-2.109375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729411,0,-87,-1.91162109375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729411,0,-126,-2.7685546875E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729411,0,70,1.5380859375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729411,0,39,8.5693359375E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729412,0,50,1.0986328125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729412,0,50,1.0986328125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729412,0,22,4.833984375E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729412,0,5,1.0986328125E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729412,0,13,2.8564453125E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729412,0,50,1.0986328125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729460,0,58,1.2744140625E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729476,0,21,4.614257812500001E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729527,0,-267,-5.86669921875E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729545,0,-258,-5.6689453125000004E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729545,0,43,9.448242187500001E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729545,0,68,1.4941406250000001E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729545,0,36,7.91015625E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729545,0,-259,-5.69091796875E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729545,0,-261,-5.73486328125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729545,0,19,4.1748046875E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729546,0,34,7.4707031250000005E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729546,0,6,1.318359375E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729546,0,-285,-6.26220703125E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729546,0,-294,-6.4599609375E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729547,0,-259,-5.69091796875E-5,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
1545011729547,0,26,5.712890625E-6,60,44,70,174193,22534,2069,6858,4164,2154,2557,1075,Tag0,unknown
