timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1545011869437,0,49,1.07666015625E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869437,0,39,8.5693359375E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869437,0,69,1.51611328125E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869437,0,112,2.4609375E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869437,0,117,2.5708007812499998E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869437,0,84,1.8457031250000004E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869450,0,61,1.34033203125E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869450,0,84,1.8457031250000004E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869451,0,123,2.70263671875E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869451,0,116,2.548828125E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869451,0,68,1.4941406250000001E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869451,0,25,5.4931640625E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869451,0,35,7.6904296875E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869451,0,77,1.69189453125E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869466,0,89,1.95556640625E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869466,0,66,1.4501953125E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869467,0,40,8.7890625E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869467,0,44,9.66796875E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869467,0,70,1.5380859375E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869467,0,73,1.6040039062500002E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869467,0,50,1.0986328125E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869467,0,20,4.39453125E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869467,0,24,5.2734375E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869482,0,64,1.40625E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869483,0,76,1.669921875E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869483,0,52,1.142578125E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869483,0,25,5.4931640625E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869483,0,25,5.4931640625E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869483,0,59,1.29638671875E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869484,0,81,1.77978515625E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869484,0,57,1.2524414062500001E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869484,0,19,4.1748046875E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869499,0,8,1.7578125E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869500,0,40,8.7890625E-6,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
1545011869500,0,65,1.42822265625E-5,40,41,46,58461,16746656,3244,4808,2480,3128,853,552,Tag0,unknown
