"[8.11104136 8.77048896 8.59746859 7.77340695 7.53274017 7.58443446
 7.2442294  7.4453508  7.29517583 6.65670794 6.6508729  6.99685592
 7.01894357 6.33224809 6.84396166 6.62153064 6.84726517 6.75759574
 6.89723009 6.87289638 6.50613095 6.46120044 6.60494239 7.06621454
 6.4510279  5.9273901  6.51541564 6.29924073 6.71313241 6.27862105
 6.75364025 6.35008488 6.35477335 6.47714923 6.76511551 6.03568314
 6.11305787 6.75557451 6.55987049 6.40802181 6.29227753 6.44607114
 6.20876587 6.42667142 6.23352848 6.28184098 6.46356816 6.15762104
 6.27326782 5.71480911 5.89281062 6.11678905 6.17830696 5.89219833
 5.80264446 6.1820628  5.83592594 5.75481601 6.28375122 6.12628214
 6.29867645 5.98809521 6.08531522 6.24677351 5.95625838 6.03593443
 6.02448506 5.99583287 5.84665696 5.72791127 5.84232514 5.48756389
 5.61682157 5.82006281 5.18665449 5.51973673 5.95036963 5.80937842
 6.00504993 5.60378271 5.78115399 5.61748226 5.48937627 5.04347206
 5.66889499 5.82947416 5.67299528 5.2860281  4.62826457 5.80098725
 5.22178053 5.6646607  5.86935043 5.53067342 5.52992175 5.43839437
 5.32248958 5.52535212 5.75809831 5.6902951 ]",0
"[7.78838637 7.01478023 6.83944459 7.09394254 6.87871563 7.19393255
 6.7812866  6.48858805 7.21886061 6.91399734 6.38311457 6.46132922
 6.82350974 6.44420505 6.66010011 6.26057253 6.60018097 6.56822881
 6.61503733 6.36472853 6.1663075  6.63193812 6.25402753 6.39771451
 6.16143802 6.44131844 6.04336182 6.18978165 6.20371329 6.38938531
 6.58061302 6.35115334 6.07758072 6.13430585 6.47530471 6.23701899
 6.03750525 6.57603189 5.8967094  6.27331343 5.80944872 6.10699415
 6.37453563 5.94329502 5.37918471 6.17071767 5.70076353 5.74234476
 6.24885692 6.51120676 5.91338098 5.67093529 6.10952926 6.36584654
 6.04825915 5.89296126 6.08625081 6.02826345 5.88428839 6.04104807
 6.0943926  5.42720468 5.57354126 5.50352428 5.78271389 5.64577395
 5.80320023 5.38127073 5.61275255 5.51381107 5.82907541 5.97270867
 5.56414015 5.14668797 5.8790526  5.63877725 5.65597399 5.64219077
 5.60340724 5.54319653 5.63191274 5.56617202 5.99292362 5.94867822
 5.88858761 5.91659996 5.4837871  5.95256594 5.75254208 5.52835453
 5.92953467 5.65402912 5.73975108 5.75693059 5.72232671 5.73420642
 5.79844124 5.90250712 5.22950256 5.81945308]",0
"[7.71755881 7.67206704 7.67875838 7.33185341 7.35470097 7.00383057
 7.14184896 6.62629747 6.76578252 6.85269084 6.67486169 6.77215382
 6.72149119 6.31450773 6.64576265 6.26243976 6.17746867 5.99468733
 5.99672945 5.7899807  5.76204737 6.14654667 6.11232485 5.72360295
 6.15453298 5.65726066 6.00909163 5.81440215 5.8624307  6.20703446
 6.402965   5.91417714 5.84409188 6.13154055 6.34714119 6.10206622
 6.2237496  6.1815282  6.34351273 5.97337672 5.9911568  5.60870305
 6.27289358 5.63744397 6.07205042 6.24187894 5.94095558 6.03170065
 5.61094192 5.63834106 5.70240931 5.32832317 5.97424588 5.86503249
 5.76983464 5.80662714 5.77434328 5.7052978  5.99570642 5.76765075
 5.98776404 5.76913846 5.70452541 5.84749739 5.70127886 5.13588117
 5.2629916  5.54840231 5.46815195 5.64068045 5.44397648 5.36319215
 5.67693842 5.15107377 5.47499983 5.46435601 5.18218416 5.64650127
 5.49055053 5.092847   5.23586527 5.48177994 5.12256824 5.41493113
 5.04024377 5.68990947 5.14705077 5.54701071 5.58824612 5.25727146
 5.45802269 5.37317038 5.29976083 5.34000475 5.38095483 5.49202568
 5.37358198 5.23055624 5.20032386 5.36392856]",0
"[8.03387248 7.75002545 7.99996397 7.32855329 7.36760767 7.2350887
 7.36595503 6.6642751  6.89888912 6.47465794 6.87001259 6.74972715
 6.46391849 6.72651678 6.4833846  6.26926961 6.37123234 6.34563882
 6.55009005 6.46054278 6.25760591 5.73894131 6.16594423 6.30122701
 6.35759825 5.65495681 5.68816127 6.11039972 6.01928501 6.02460226
 5.4498098  5.88918393 6.28212798 6.31735271 5.82544552 6.23554408
 6.4292701  6.11746867 6.10660898 6.30190262 5.93993747 6.00322094
 5.64145152 6.1866934  5.64003132 6.21307767 5.8478529  5.75630039
 5.84645259 5.78338152 5.64747848 5.95388539 5.79366209 5.55075072
 5.74633119 6.03355638 5.8329169  5.68895232 5.86572627 5.56009602
 5.77630403 5.55950491 5.80342491 5.52690676 5.71022825 5.24442155
 5.30462602 5.71878045 5.18657038 5.13534998 4.89822043 5.19003226
 5.13942351 5.14871623 5.27613001 5.60089985 5.39844795 5.58028625
 3.74349903 5.23070188 5.26939755 5.44381261 5.29091553 5.3259887
 5.38814421 5.36800562 5.07262586 4.97328003 5.18739217 5.53752021
 5.35579904 5.10394764 4.94306704 5.31559426 5.58714135 5.62041107
 5.53852962 5.13822031 4.95425351 5.42900584]",0
"[7.20994309 7.89846583 7.91922135 7.77997306 7.58470539 7.25693828
 6.99818637 6.97125809 6.5352346  6.99820275 6.5427756  6.39900074
 6.71537708 6.05009548 6.53459658 6.56147092 6.26197136 6.37208139
 6.48261995 6.12897627 6.28665776 6.30949959 5.94726174 6.0212062
 6.01894476 6.20537976 6.07863425 6.14730618 5.58726528 6.18651076
 5.96102952 6.06875102 5.78950675 5.51667389 5.53254296 5.5386839
 6.06184765 5.94999826 5.36289381 5.49290205 5.9081768  5.62803464
 5.90044682 5.55960034 5.66587497 6.06800846 5.82468141 5.79218454
 5.47035524 5.55512309 5.7745959  5.65068176 5.49154816 5.69524368
 5.71238782 5.3473827  5.66552551 5.69251297 5.6748018  5.46364699
 5.10235156 5.6363792  5.46785705 5.5430047  5.70683274 5.5314017
 5.57291273 5.4057007  5.49080932 5.0357936  5.42912505 5.38570688
 5.09208886 5.62359927 5.38266163 5.24398004 5.21850725 5.65364958
 5.50745997 5.47802662 5.37540821 5.07935582 5.23431859 5.50804642
 5.09226865 5.41857857 5.31515383 5.29317239 5.50090361 5.38954075
 5.18384443 5.44950156 5.35904383 4.89116431 5.59287464 5.22083963
 5.11420182 5.59725221 5.54464688 5.40442069]",0
"[7.98459065 8.05737154 7.56726817 7.22902624 6.89150768 6.55739048
 6.5701247  6.96990294 7.14538961 7.04437511 6.70811898 6.81817737
 6.9360056  6.73868792 6.40519808 6.17293177 6.15359437 6.33808151
 6.39862495 6.02656507 6.11479356 5.98813245 5.73463    5.67564445
 5.94653694 6.04327397 5.98141999 6.09444506 6.03536941 6.00520223
 6.31762888 6.17592438 6.28896556 6.23625238 5.95598385 5.97967705
 5.79961816 5.54465579 6.05607026 6.26896279 6.1578106  6.05438676
 6.06778259 5.91098196 5.67309656 6.21793634 6.33567321 6.15764726
 6.15458439 5.77928394 5.46783685 5.93322146 5.88208381 5.88888948
 5.8440452  5.79673772 5.69191021 5.37200304 5.86394017 5.87168123
 5.72995015 5.72179474 5.43511206 5.3797706  5.56261876 5.59332267
 5.75603856 5.88376534 5.70817314 5.31397521 5.20520454 5.4913863
 5.52863765 5.53338406 5.3605239  5.00715838 4.93745328 5.09977918
 5.36679729 5.48141241 5.34850059 5.32746855 5.09908695 5.20871547
 5.244981   5.01635837 5.01744248 5.0847519  5.18564184 5.33888057
 5.44176787 5.48984568 5.29874377 4.97818232 4.67336022 5.12115414
 5.3102858  5.5410214  5.62533345 5.44391183]",0
"[8.08966703 8.18712597 7.69966575 7.03277444 7.06899067 6.95600326
 6.70924006 6.67826591 6.09153116 6.54847916 6.46668315 6.46604574
 6.33073575 6.53069147 6.30139028 6.35279304 6.39338837 6.1654564
 6.30599403 6.24249965 6.26093731 6.32358819 6.27752708 6.20971391
 5.98452045 6.13880414 6.07785974 6.03514785 6.20590585 6.09781765
 5.93668583 5.99999159 6.11610006 6.32934866 5.63958728 6.37053715
 6.11805853 6.17997264 5.30697738 6.09768408 5.88918295 5.64538626
 5.89762468 5.98266541 5.446933   5.41768356 5.8436452  5.60516212
 5.36565039 5.64050053 5.68069564 5.79875334 5.50305519 5.64988268
 5.50254096 5.22274481 5.4484199  5.14846535 5.81183606 5.68858608
 5.92249621 5.54238813 5.54203223 6.08288341 5.65022833 5.55225664
 5.56670521 5.87600592 5.93884763 5.87337078 5.55225689 5.53689281
 5.65749697 5.81464257 5.84041157 5.56455236 5.62291423 5.28084118
 5.63533222 5.41664294 4.94107946 5.44263361 5.08332049 5.41036519
 5.15500251 5.27047648 5.38384319 5.32909859 5.52294396 5.44963199
 5.04553209 5.6027248  4.86167388 5.34658121 5.51123897 4.94327008
 4.89138763 4.99538259 5.07369932 5.4088408 ]",0
"[8.55545377 8.5827182  7.83866594 7.01034826 7.23891214 6.97135242
 7.1500728  7.06949199 7.09337178 6.93246632 6.56871945 6.56032264
 6.31177422 6.69363615 6.81048769 6.73420958 6.57302625 6.49310043
 6.27837376 6.11978713 5.91560694 6.11522962 6.06627566 6.1886898
 6.20662613 6.35699102 6.12065833 6.15017615 5.99397724 6.17788492
 5.74601268 6.36448194 5.83386127 6.46630867 5.89223118 6.31619249
 5.87452067 6.08914832 6.21064474 6.09328724 6.20291154 6.12233056
 6.17084367 5.89162171 5.80207533 5.50985994 6.00783634 5.62254353
 5.89844172 5.25306313 5.57459808 5.19979093 5.58163383 5.38002954
 5.63394978 5.70518544 5.79234983 5.38126147 5.63514638 5.5788694
 5.40808071 5.29198398 5.82437378 5.23752378 5.82142411 5.49111529
 4.99914594 5.51684914 5.57066071 5.24288824 5.78410768 6.11529729
 5.66783918 5.68829542 5.52433195 5.71713966 5.35156617 5.79005925
 5.60528412 5.36913506 5.76733131 5.51863077 5.23322794 5.29555086
 5.57002842 5.45451886 5.20074021 5.2712275  5.43550175 5.03002749
 5.02016977 5.09192184 5.17575138 5.22210094 5.41797337 5.34526181
 5.12671    5.50800832 5.60984013 5.37046546]",0
"[8.42761767 7.872868   7.50634812 7.24282075 7.20884834 7.19310316
 6.68414835 6.86172549 6.85043932 7.11447639 6.27981174 6.98903248
 6.61577045 6.48443826 6.55262427 6.35920446 6.01343509 5.99405379
 6.1295271  6.30929953 6.33740626 6.04759504 6.33598241 6.1062634
 6.27602266 5.99626964 6.20956313 6.13361544 6.21140009 6.33899509
 5.73065366 6.30853516 6.1471228  6.15870303 5.69312129 6.22343607
 6.12757372 5.88604818 5.49040298 5.89135287 6.14510079 6.0195228
 6.04336053 5.92438753 5.65813186 5.73490141 6.01881734 5.44477496
 5.67660078 5.8040093  5.64769176 5.83687531 5.95624948 5.96349217
 5.89626721 6.04840753 5.69999974 6.09440362 5.37398022 5.67990946
 5.69267221 5.58126054 5.38222364 5.62786725 5.17622876 5.48700985
 5.50589793 5.20053885 5.37953631 5.18253773 5.25453929 5.72823478
 5.43766771 5.21606712 5.5480286  5.40565575 5.71517944 5.23765594
 5.36471334 5.68140915 5.36560404 5.56045146 5.36624711 5.1898357
 4.85796395 5.52032882 4.89435613 5.18851652 5.32572867 5.09959184
 5.10161487 5.17847035 4.93382489 5.02536763 5.17037928 5.18725522
 5.50574346 5.44837221 5.28298557 4.87979831]",0
"[8.54528047 8.19434384 7.71081974 7.49498025 7.40036607 7.55917782
 6.57954018 7.02384358 6.71942608 6.87060617 6.73462587 6.299355
 6.79253041 6.67342742 6.87477617 6.54251981 6.52063389 6.61350596
 6.63379874 6.41241704 6.33659282 6.24172675 6.38527199 6.35038471
 5.88655028 6.07512476 5.83642042 6.1068609  5.75033701 5.9179465
 6.218571   6.07724858 6.06269895 5.87201229 6.20133238 5.76713486
 5.80102056 6.19603854 5.92439314 6.19602356 6.38441125 6.23578606
 6.08811965 5.63713796 6.09087922 6.19361424 5.92457468 5.85156978
 5.6846545  5.60943634 5.89754779 5.61023553 5.62848564 5.7823767
 5.77152567 5.93409878 5.45381043 5.67332287 5.58407948 5.68330527
 5.45418788 5.02831274 5.8393257  5.59272632 5.44231982 5.53882304
 5.48319952 5.63993622 5.49178495 5.37754735 5.48290732 5.30384169
 5.26150964 5.55264735 5.5523186  5.52070535 5.66166892 5.52618012
 5.29035682 5.19711763 5.22882556 5.37176135 5.25590105 5.03300626
 5.40248769 4.61429085 5.28802688 5.49285047 5.30350809 5.07260695
 5.36369533 5.39098747 5.39038213 5.47534805 5.41514489 5.31965946
 5.23564431 5.36356698 5.35632705 5.45060131]",0
